3.665321203838460207e+01,-3.875280085719539613e+01,-2.947038534929052211e+00,4.148607107979518815e+01,-2.184812151541318315e+01,-3.095497424760007110e+00,-1.812351286959887275e+01,-6.864176771319809411e+00,-5.248364479108476388e+01,4.423520754949667122e+01,-1.771383332097989083e+01,4.609187771052866367e+01,1.930975981724805379e+01,-5.168477734803454382e+01,6.513475319231973515e+01,-1.222651189341798172e+01,-4.994814573253385515e-01,-4.176192936650324583e+01,-2.719857458261719785e+01,1.347520923860626663e-14
-6.620633897995557504e+01,1.076832327982243100e+02,8.328798589870279656e+00,4.370406500150322415e+01,1.970422955256230324e+01,3.824269861583798047e+01,6.875861803942738959e+01,3.862675446420002601e+01,-4.142742532463791605e+01,-4.494110972439115059e+00,1.083281048175665120e+02,-5.743052656966071368e+00,1.335781427271231614e+01,1.965414357932091605e+01,3.229940015002476628e+01,6.438478071052577079e+00,1.176730059533042905e+01,2.858627458847540215e+00,-3.041649948271362813e+00,1.347520923860626032e-14
-6.576296459273346784e+01,-1.983185819665987637e+01,-4.938049634280872624e+01,-3.042352157358446263e+01,1.564854240776309950e+02,7.322900348201637044e+00,6.470703856436232115e+01,-2.606391151141077955e+01,4.276551274262101288e+01,1.799215036543664326e+00,-7.388126084507048219e+00,7.236993624167304517e+01,-7.423895474859694588e+00,-1.848734108125198006e+01,-1.150146929332092149e+01,-5.705398564413844298e+00,-2.777983049915637892e+01,6.454339964574362654e+00,2.190202097369421619e+00,1.347520923860627925e-14
-3.864230079187433375e+01,-7.767673276461947296e+01,1.448326649412788072e+02,-3.126035152437306408e+01,-8.401093747346723717e+01,-4.980385056518154130e+01,1.018337845541434916e+02,6.740005207382009189e+01,1.916984650568583604e+01,1.765789816407605173e+01,-8.600139500031621864e+00,4.747257835532372461e+00,-5.533887015547229726e-01,-1.663576973777677281e+01,-8.941167242380442914e+00,2.716930005786887481e+00,-2.362116347754021106e+01,1.003606949234212387e+01,3.599493495298079271e+00,1.347520923860626979e-14
2.272948076958206798e+01,-5.512647327376398465e+01,-7.429544087471500191e+00,1.204594919025431032e+01,2.405950083074942114e+01,-1.778979072775277359e+01,1.025272745490434234e+00,4.758913484014182416e+01,5.638645267754652934e+01,-1.775681914808863127e+01,5.945121541292567535e+00,1.200725668223416420e+01,-4.070362080000069938e+00,-2.061337555154599954e+01,-2.867164834485075176e+01,6.804279325466439765e+00,8.713893691875772163e+01,-2.206950842885279762e+00,-1.493127285564830053e+01,1.347520923860623034e-14
3.090432255298366826e+01,-8.972144328617106979e+00,-2.831218324152262511e+01,-7.762183238905913107e+00,-2.084398816278184796e+01,8.026057368057985641e+00,-1.233971957825032301e-01,5.565296767418916879e+00,-5.530908007764686829e+00,-2.160688569168288709e+01,7.816667069991674044e-01,7.932144314538942531e+00,-1.083998360781005665e+01,-1.607743136108482318e+01,1.584818900564788180e+01,-7.918725358770610789e+00,1.255992841124724535e+01,-3.218143730324859320e+01,7.289690282807430322e+01,1.347520923860626979e-14
2.524681097108305750e+01,-4.986834478164788464e+01,-5.516529572764572720e+01,7.154333987667877537e+00,3.266002955585662448e+01,-2.302742335312221300e+01,-9.056511124099134236e+01,1.126135752440958271e+02,3.681082403123745905e+01,-6.151827722770111251e+00,3.942550335708715892e+01,-3.619125961738106412e+01,6.803415914855792668e-01,3.948090654060631977e+00,-1.029483843227899165e+01,-3.296797423905514535e+01,-4.038872641915895656e+01,-1.186251797079127535e+01,-6.758379664234099415e+00,1.347520923860626663e-14
1.556364519099287520e+02,1.599968757069239587e+02,9.831027066275385096e+01,-5.371713681084523273e+01,4.666355817780143411e+01,-8.327413201584953129e+01,-3.340704970026358467e+01,1.268749730343818438e+00,-1.868623550829792634e+01,-3.324290454672529194e+01,-1.193036645841650412e+01,2.334606856541744691e+01,-3.605181256650173083e+00,3.863704659732714042e+00,-5.220192186650765009e+00,-3.207726132796975271e+00,-2.402790050156679680e+00,3.530760115925119624e+00,-3.013363946337590082e+00,1.347520923860626505e-14
1.049212251463920325e+02,3.125233897172142150e+01,-6.051599870144972471e+01,-8.009854081754697575e+01,-1.692005590186501607e+01,2.548625273678231551e+00,3.833646990527351051e+01,-4.468008384141499079e+01,5.338098340989572677e+01,1.247852051501417208e+02,1.766791337520096761e+01,-4.633382702635486794e+01,6.195316804830611201e-02,6.049517138631572699e+00,1.017949644380920837e+00,3.646167729525081835e+00,2.732867953689393392e+00,3.015681196570624834e-01,-5.171421482071358877e-01,1.347520923860627294e-14
3.696384671780187858e+01,-6.949074987124051006e+01,-1.863804570373291369e+01,4.769218058650204739e+01,7.207711569521850770e+00,-3.991020242034494458e+01,-1.048032405865448879e+01,-3.110091213531372745e+01,-3.990874155589218475e+01,-8.240693272456667273e+00,2.470759577097841486e+01,-2.961260886607516074e+00,-2.351905065137809103e+01,1.810327521107067028e+01,-3.661656749436622960e+01,8.470217053570813448e+01,-1.915190154302529635e+01,-2.536449339462458141e+01,-4.005447155845038409e+00,1.347520923860628241e-14
-1.052019822733981442e+02,1.728520738244261068e+01,3.496021730755077783e+01,-5.415027911610481226e+01,-9.870188163428264261e+01,1.559927853783177554e+01,-9.331343905526355798e+01,-7.004442703452369301e+01,4.932962823948680153e+01,-2.764977587233804712e+00,5.098051897638308816e+01,5.816778429692781316e+01,-1.528596207780977956e+01,8.457800094721390494e+00,-1.611057437752824484e+01,-9.570395434060236184e+00,-2.440869596862519142e+00,-1.976760278940529414e+00,-4.734211188124175074e+00,1.347520923860625717e-14
-5.995622787320085223e+01,7.107352760090660126e+01,1.032478451651868596e+02,4.597749718046092937e+01,4.396713836106732742e+01,1.249834450862498585e+02,-5.092829246411422872e+01,2.338493200840643027e+01,1.664743252594077561e+01,4.012750669623036259e+01,-5.115573692226249847e+01,-3.006606959922237365e+01,1.148525623416706232e+01,-1.636501973636550034e+01,-2.365555949209528563e+01,2.277920117737938810e+01,-3.204002030349700991e+00,-1.165754286731315226e+01,4.014799519969197483e+00,1.347520923860626505e-14
-1.467114608144166823e+02,1.169936462168222135e+02,-1.110100953417577756e+02,4.112436465891310178e+01,-5.021521545938052355e+01,-9.027601199855571679e+01,2.843268517200618462e+00,3.303612504003231010e+01,-2.838205456055670872e+00,1.815240252843942059e+01,-6.440758810752771524e+01,-2.878096020067200111e+00,-1.178252754678896430e+01,1.155874886960125458e+01,4.857255856408175532e-02,8.175978202139683404e+00,3.063223942884961470e+00,3.844468403905502818e+00,-9.917906380257884846e-01,1.347520923860627610e-14
7.811674056549132672e+01,1.671045092880463301e+01,-6.734774517490851053e+01,-4.334345293468411597e+01,-6.223757898719113513e+01,1.070731774064925617e+02,3.906024094026858506e+01,2.692293780601260167e+01,-3.125416229647240129e+01,-5.130033608950775914e+01,-2.474752307758932446e+01,6.533301375115006415e+00,-7.937114548340707643e+01,-6.443477950100961138e+00,-6.364264601674106459e+00,-6.111914697848120248e+00,-8.559802718746835737e+00,1.197717936071726541e+01,-1.687034236080813088e+01,1.347520923860625874e-14
5.336183737225059787e+01,-1.233307029934525190e+01,-5.862683849855682183e+01,-2.598857043231179276e+01,-4.840410717316897404e+01,4.321890698616999771e+01,1.736423267892132571e+01,6.323681049153721645e+00,-8.603900351474761621e+00,-3.635760938944242326e+01,-2.327386585902389626e+01,2.625309470965429881e+01,1.164251443312443257e+02,3.443063504406249820e+01,-2.401637700365310124e+01,4.712606228478873227e+00,-5.564601836218268538e+00,6.523259055661788430e+00,-1.368818361208398615e+00,1.347520923860626979e-14
3.996059144780294048e+01,-2.919866406880619536e+01,2.969605296867964128e+01,1.512005990024044877e+02,-7.781668072253148383e-01,-8.371304740872867356e+00,2.748756292071718832e+01,-5.726183364687854294e+01,-2.717041092481252562e+01,2.266949430143740329e+01,-5.810216087087188619e+00,-8.938199810142656299e-01,-1.614756004855750149e+01,4.144211770537844330e+01,-4.351983459675653165e+01,-6.067972057583300227e+01,2.599530745101260809e+00,1.882491317223517147e+00,1.250717260592693947e+00,1.347520923860626032e-14
-7.862761098966322493e+01,-1.692997938690335502e+01,-9.407022406648616553e+00,-7.161634277983837649e+01,1.851324464269375625e+01,-2.424432969209921751e+01,-1.920289287792140032e+00,-5.908821273479183844e+01,-7.636863698030343528e+01,-3.258524444782038643e+01,1.135021116128047325e+01,-7.056761691727437835e+01,2.036691964551517131e+01,-6.627094170110639482e+01,-3.335530131806041254e+01,-2.033732896836153259e+01,3.971507290645264199e+00,6.683897976536653296e+00,-4.131874014388128735e+00,1.347520923860625717e-14
-6.859669385711271161e+01,-7.517304445279593494e+01,4.298143585117156817e+01,-9.613628514477923659e+01,5.111278199095780650e+01,5.908154081554169990e-01,-7.587262917194214751e+00,-1.208747378107936754e+01,-2.274245961093431134e+01,-1.512375531320111044e+01,-3.407990639371978858e+01,-2.950317141936214682e+01,-1.379044700959007130e+01,8.473801237782785734e+01,4.589229637784765004e+01,-7.855162148730912008e+00,1.619035022602476559e+01,-1.777694274222097093e+01,-6.661005881116396132e+00,1.347520923860625874e-14
1.926809661727621759e+01,-6.773163078932614667e+01,-1.438467545834957839e+00,2.270688983705885278e+01,1.514810614499290331e+01,7.086056328797528392e-02,-6.945675783760370336e+01,9.581115262056954407e+00,-4.598337692679839250e+01,3.789187206684146503e+01,-1.271360880104545510e+00,1.635311087558502763e+01,-2.909551650692940417e+00,-3.622281333059246045e+00,3.241893151708437415e+01,1.596508933028886901e+01,6.710455455456378004e+00,7.727165262712691174e+01,1.543957018016815752e+01,1.347520923860625401e-14
2.594296406337776517e+01,9.021346507530718373e-02,7.861485820775332201e+00,8.140471384841397651e+01,-1.156167178905856652e+01,-7.884222655424420800e+00,1.448894776145364816e+01,-6.512132282894980051e+01,9.850742760211490179e+01,-7.769363731183861432e+01,-8.807973015538166806e+00,-4.866365848295674112e+01,7.611866528678336685e+00,-1.604562953408175119e+01,5.560770193774639836e+01,1.063995740746247698e+01,-1.312093191059729413e+01,1.342426087400980350e+01,-5.167812636640156221e+00,1.347520923860626663e-14
